"Line","value"
"p.28135",32.9601360398006
"p.28135",70.7697684046587
"p.28135",65.6325900942164
"p.28135",78.9892537013669
"p.28135",61.5228474458624
"p.28135",68.3039228156468
"p.28135",70.5642812722409
"p.28135",31.932700377712
"p.28135",51.5984316843591
"p.28135",54.1549188033193
"p.28135",44.3550515139698
"p.28135",4.7295011700775
"p.28135",59.2213915627844
"p.28135",31.5726159191657
"p.28135",14.8361709605588
"p.28135",15.8076120189077
"p.28135",39.0836525858483
"p.28135",54.5809999898129
"p.28135",47.3031378825569
"p.28135",40.094239649035
"p.28135",8.5642318485187
"p.28135",64.3808672791628
"p.28135",52.4505940573456
"p.28135",43.5028891409834
"p.28135",43.9289703274763
"p.28135",31.5963077337923
"p.28135",27.1515087332743
"p.28135",28.2985536366338
"p.28135",35.3242036697108
"p.28135",32.2654172607524
"p.28135",27.6772376473138
"p.28135",11.3223409962158
"p.28135",9.47295680445643
"p.28135",9.26746967203871
"p.28135",55.1938437673965
"p.28135",13.993673717646
"p.28135",16.6650064390762
"p.28135",26.2022360951386
"p.28135",28.4805165530943
"p.28135",39.0357821402236
"p.28135",53.2417160094285
"p.28135",30.9095213240306
"p.28135",34.9726517321274
"p.28135",34.1798457988402
"p.28135",35.0717524737878
"p.28135",39.2339836235451
"p.28135",42.256556244202
"p.28135",42.6529592108459
"p.28135",42.6529592108459
"p.28135",42.6529592108459
"p.28135",44.7836251565551
"p.28135",10.4947685418879
"p.28135",45.9232836856547
"p.28135",42.9502614358289
"p.28135",43.14846291915
"p.28135",42.3556569858634
"p.28135",43.247563660811
"p.28135",5.68838257133491
"p.28135",44.3550515139698
"p.28135",43.9289703274763
"p.28135",11.546800153973
"p.28135",24.7553169352705
"p.28135",51.1723504978652
"p.28135",22.1988298163097
"p.28135",15.3815308324142
"p.28135",21.3466674433228
"p.28135",34.1291030381265
"p.28135",37.5377525300742
"p.28135",71.1981662630589
"p.28135",54.6662162271113
"p.28135",41.3724832085156
"p.28135",19.6423426973489
"p.28135",34.981265411114
"p.28135",56.7114059222804
"p.28135",52.4505940573456
"p.28135",38.3782107249061
"p.28135",36.7054369075066
"p.28135",33.7422375738276
"p.28141",13.2141177597771
"p.28141",15.5541177797376
"p.28141",12.6910589317859
"p.28141",18.1143530956946
"p.28141",14.8108236557505
"p.28141",16.6002354357203
"p.28141",13.0214118757806
"p.28141",11.0117647998144
"p.28141",19.2155295756762
"p.28141",14.2327060037601
"p.28141",27.3642355275387
"p.28141",20.536941351654
"p.28141",22.5741178396193
"p.28141",25.5472943355694
"p.28141",21.9134119516308
"p.28141",26.2355296355576
"p.28141",16.380000139724
"p.28141",30.0456002562933
"p.28141",21.1150590036442
"p.28141",21.3628237116396
"p.28141",16.019563104469
"p.28141",24.717968410063
"p.28141",23.9931013012635
"p.28141",25.4428355188625
"p.28141",26.8925697364615
"p.28141",25.4428355188625
"p.28141",21.0936328660655
"p.28141",19.6438986484665
"p.28141",26.167702627662
"p.28141",28.2635834734796
"p.28141",23.7958871457148
"p.28141",33.1154677530899
"p.28141",34.7571736121965
"p.28141",19.6641984428348
"p.28141",22.7805518295762
"p.28141",26.3238753116605
"p.28141",22.8582998142244
"p.28141",28.9187864432527
"p.28141",21.6688533872671
"p.28141",29.7909967873551
"p.28141",39.6478070228092
"p.28141",33.1777042448662
"p.28141",20.9745990054564
"p.28141",24.2873736105128
"p.28141",30.3112030141327
"p.28141",38.567552680966
"p.28141",32.3994210041603
"p.28141",21.1460292207581
"p.28141",40.1889247402899
"p.28141",17.469297322068
"p.28141",33.4163737156571
"p.28141",8.01330671380416
"p.28141",13.6731150696342
"p.28141",31.2417723892586
"p.28141",21.0936328660655
"p.28141",8.53098068183453
"p.28141",26.8925697364615
